,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Never_Sends_RREQ,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
147,148,10.1.1.14,10.1.1.8,41,13,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
148,149,10.1.1.14,10.1.1.43,41,57,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
149,150,10.1.1.14,10.1.1.15,41,138,337,264,252,FALSE,40,FALSE,0,TRUE,517,50,18.94,9.67,27,54,0,0,1.78511808,0.440728018,35,70,2.44,3.963114754,FALSE
150,151,10.1.1.14,10.1.1.7,41,19,122,264,65,FALSE,0,TRUE,0,TRUE,517,43,16.29,8.32,29,67.44,0,0,2.676893302,0.704028363,14,32.56,2.44,3.409836066,FALSE
151,152,10.1.1.14,10.1.1.33,41,5,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
152,153,10.1.1.14,10.1.1.10,41,9,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
153,154,10.1.1.14,10.1.1.39,41,14,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
154,155,10.1.1.14,10.1.1.29,41,9,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
155,156,10.1.1.14,10.1.1.35,41,10,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
156,157,10.1.1.14,10.1.1.28,41,43,138,264,107,FALSE,0,TRUE,0,TRUE,517,13,4.92,2.51,4,30.77,0,0,1.974572615,0.45295147,18,138.46,2.44,1.028688525,FALSE
157,158,10.1.1.14,10.1.1.46,41,17,18,264,16,FALSE,0,TRUE,0,TRUE,517,2,0.76,0.39,1,50,0,0,2.1696445,0.48915475,0,0,2.44,0.159836066,FALSE
158,159,10.1.1.14,10.1.1.36,41,6,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
159,160,10.1.1.14,10.1.1.16,41,38,180,264,102,FALSE,41,FALSE,0,TRUE,517,27,10.23,5.22,19,70.37,0,0,1.724226667,0.366535486,51,188.89,2.44,2.139344262,FALSE
160,161,10.1.1.14,10.1.1.25,41,13,5,264,1,FALSE,0,TRUE,0,TRUE,517,2,0.76,0.39,0,0,0,0,0.0084105,0.00420525,2,100,2.44,0.159836066,FALSE
161,162,10.1.1.14,10.1.1.34,41,21,89,264,68,FALSE,2,FALSE,0,TRUE,517,12,4.55,2.32,9,75,0,0,2.169965,0.283596677,9,75,2.44,0.950819672,FALSE
162,163,10.1.1.14,10.1.1.38,41,7,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
163,164,10.1.1.14,10.1.1.5,41,34,48,264,25,FALSE,0,TRUE,0,TRUE,517,19,7.2,3.68,19,100,0,0,4.015419632,0.644315509,4,21.05,2.44,1.508196721,FALSE
164,165,10.1.1.14,10.1.1.44,41,24,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
165,166,10.1.1.14,10.1.1.37,41,8,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
166,167,10.1.1.14,10.1.1.2,41,7,47,264,23,FALSE,2,FALSE,0,TRUE,517,18,6.82,3.48,7,38.89,0,0,2.099230111,1.185967208,6,33.33,2.44,1.426229508,FALSE
167,168,10.1.1.14,10.1.1.1,41,8,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
168,169,10.1.1.14,10.1.1.27,41,7,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
169,170,10.1.1.14,10.1.1.11,41,50,50,264,27,FALSE,5,FALSE,0,TRUE,517,7,2.65,1.35,6,85.71,0,0,2.299973429,0.247905152,16,228.57,2.44,0.553278689,FALSE
170,171,10.1.1.14,10.1.1.21,41,26,56,264,16,FALSE,1,FALSE,0,TRUE,517,18,6.82,3.48,12,66.67,0,0,2.238525889,0.419651687,22,122.22,2.44,1.426229508,FALSE
171,172,10.1.1.14,10.1.1.3,41,9,0,264,0,TRUE,0,TRUE,0,TRUE,264,264,100,100,0,0,264,100,,,0,0,2.44,40.98360656,TRUE
172,173,10.1.1.14,10.1.1.45,41,44,272,264,138,FALSE,1,FALSE,0,TRUE,517,86,32.58,16.63,75,87.21,0,0,3.389099256,0.61283071,48,55.81,2.44,6.81557377,FALSE
173,174,10.1.1.14,10.1.1.18,41,9,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
174,175,10.1.1.14,10.1.1.31,41,7,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
175,176,10.1.1.14,10.1.1.20,41,6,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
176,177,10.1.1.14,10.1.1.30,41,24,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
177,178,10.1.1.14,10.1.1.4,41,8,0,264,0,TRUE,0,TRUE,0,TRUE,264,264,100,100,0,0,264,100,,,0,0,2.44,40.98360656,TRUE
178,179,10.1.1.14,10.1.1.19,41,30,14,264,11,FALSE,2,FALSE,0,TRUE,517,2,0.76,0.39,2,100,0,0,3.2594005,0.465628643,1,50,2.44,0.159836066,FALSE
179,180,10.1.1.14,10.1.1.48,41,10,0,264,0,TRUE,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.44,0,FALSE
180,181,10.1.1.14,10.1.1.50,41,29,238,264,157,FALSE,1,FALSE,0,TRUE,517,59,22.35,11.41,50,84.75,0,0,2.658533034,0.471643,22,37.29,2.44,4.676229508,FALSE
181,182,10.1.1.14,10.1.1.41,41,32,247,264,147,FALSE,1,FALSE,0,TRUE,517,62,23.48,11.99,56,90.32,0,0,3.691435371,0.691755272,38,61.29,2.44,4.913934426,FALSE
182,183,10.1.1.14,10.1.1.49,41,27,213,264,115,FALSE,4,FALSE,0,TRUE,517,42,15.91,8.12,27,64.29,0,0,1.965788833,0.469912516,56,133.33,2.44,3.327868852,FALSE
183,184,10.1.1.14,10.1.1.24,41,13,130,264,45,FALSE,4,FALSE,0,TRUE,517,45,17.05,8.7,36,80,0,0,2.642297356,0.493982297,40,88.89,2.44,3.56557377,FALSE
184,185,10.1.1.14,10.1.1.13,41,2,5,264,1,FALSE,0,TRUE,0,TRUE,517,1,0.38,0.19,0,0,0,0,0.002137,0.0010685,3,300,2.44,0.077868852,FALSE
185,186,10.1.1.15,10.1.1.11,40,20,117,269,56,FALSE,10,FALSE,0,TRUE,948,30,11.15,3.16,28,93.33,0,0,3.602083467,0.646737495,31,103.33,2.5,1.264,FALSE
186,187,10.1.1.15,10.1.1.36,40,13,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
187,188,10.1.1.15,10.1.1.21,40,24,267,269,117,FALSE,1,FALSE,0,TRUE,948,77,28.62,8.12,68,88.31,0,0,3.735636182,0.742638819,73,94.81,2.5,3.248,FALSE
188,189,10.1.1.15,10.1.1.35,40,12,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
189,190,10.1.1.15,10.1.1.16,40,137,398,269,256,FALSE,65,FALSE,0,TRUE,948,68,25.28,7.17,49,72.06,0,0,2.317933662,0.549454451,74,108.82,2.5,2.868,FALSE
190,191,10.1.1.15,10.1.1.28,40,62,54,269,36,FALSE,0,TRUE,0,TRUE,948,7,2.6,0.74,1,14.29,0,0,1.602183,0.53362723,11,157.14,2.5,0.296,FALSE
191,192,10.1.1.15,10.1.1.8,40,48,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
192,193,10.1.1.15,10.1.1.46,40,18,11,269,10,FALSE,0,TRUE,0,TRUE,948,1,0.37,0.11,1,100,0,0,3.335482,0.476497429,0,0,2.5,0.044,FALSE
193,194,10.1.1.15,10.1.1.43,40,19,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
194,195,10.1.1.15,10.1.1.25,40,24,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
195,196,10.1.1.15,10.1.1.38,40,34,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
196,197,10.1.1.15,10.1.1.34,40,22,226,269,100,FALSE,3,FALSE,0,TRUE,948,79,29.37,8.33,73,92.41,0,0,3.438409025,0.718556538,47,59.49,2.5,3.332,FALSE
197,198,10.1.1.15,10.1.1.39,40,29,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
198,199,10.1.1.15,10.1.1.5,40,22,132,269,35,FALSE,0,TRUE,0,TRUE,948,84,31.23,8.86,73,86.9,0,0,3.911039893,0.968532379,13,15.48,2.5,3.544,FALSE
199,200,10.1.1.15,10.1.1.6,40,53,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
200,201,10.1.1.15,10.1.1.37,40,14,85,269,35,FALSE,3,FALSE,0,TRUE,948,39,14.5,4.11,37,94.87,0,0,4.872208154,1.055196847,11,28.21,2.5,1.644,FALSE
201,202,10.1.1.15,10.1.1.33,40,20,32,269,14,FALSE,0,TRUE,0,TRUE,948,15,5.58,1.58,13,86.67,0,0,3.866999267,0.986736452,3,20,2.5,0.632,FALSE
202,203,10.1.1.15,10.1.1.2,40,12,109,269,48,FALSE,2,FALSE,0,TRUE,948,45,16.73,4.75,33,73.33,0,0,2.062867711,0.553857922,16,35.56,2.5,1.9,FALSE
203,204,10.1.1.15,10.1.1.27,40,19,31,269,20,FALSE,0,TRUE,0,TRUE,948,8,2.97,0.84,5,62.5,0,0,3.647778625,0.98930877,3,37.5,2.5,0.336,FALSE
204,205,10.1.1.15,10.1.1.1,40,11,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
205,206,10.1.1.15,10.1.1.10,40,42,25,269,14,FALSE,0,TRUE,0,TRUE,948,10,3.72,1.05,8,80,0,0,4.102833,0.680206223,1,10,2.5,0.42,FALSE
206,207,10.1.1.15,10.1.1.49,40,60,354,269,181,FALSE,3,FALSE,0,TRUE,948,91,33.83,9.6,74,81.32,0,0,2.374049549,0.47094195,82,90.11,2.5,3.84,FALSE
207,208,10.1.1.15,10.1.1.44,40,17,17,269,5,FALSE,0,TRUE,0,TRUE,948,5,1.86,0.53,0,0,0,0,1.7666608,0.8837673,7,140,2.5,0.212,FALSE
208,209,10.1.1.15,10.1.1.20,40,19,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
209,210,10.1.1.15,10.1.1.18,40,17,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
210,211,10.1.1.15,10.1.1.32,40,30,0,269,0,TRUE,0,TRUE,0,TRUE,948,0,0,0,0,,0,,,,0,,2.5,0,FALSE
211,212,10.1.1.15,10.1.1.30,40,15,120,269,55,FALSE,1,FALSE,0,TRUE,948,48,17.84,5.06,48,100,0,0,3.914453958,0.815653364,17,35.42,2.5,2.024,FALSE
212,213,10.1.1.15,10.1.1.3,40,26,0,269,0,TRUE,0,TRUE,0,TRUE,269,269,100,100,0,0,269,100,,,0,0,2.5,40,TRUE
213,214,10.1.1.15,10.1.1.4,40,7,12,269,0,TRUE,0,TRUE,0,TRUE,269,269,100,100,0,0,269,100,0.57650625,0.088126944,0,0,2.5,40,TRUE
214,215,10.1.1.15,10.1.1.50,40,22,46,269,34,FALSE,0,TRUE,0,TRUE,948,6,2.23,0.63,2,33.33,0,0,0.599867667,0.110454917,6,100,2.5,0.252,FALSE
215,216,10.1.1.15,10.1.1.48,40,10,102,269,47,FALSE,0,TRUE,0,TRUE,948,42,15.61,4.43,42,100,0,0,4.509235595,0.893570951,13,30.95,2.5,1.772,FALSE
216,217,10.1.1.15,10.1.1.24,40,28,383,269,155,FALSE,5,FALSE,0,TRUE,948,148,55.02,15.61,132,89.19,0,0,3.438450284,0.666568675,80,54.05,2.5,6.244,FALSE
217,218,10.1.1.15,10.1.1.19,40,11,62,269,34,FALSE,8,FALSE,0,TRUE,948,16,5.95,1.69,14,87.5,0,0,1.373910875,0.405007937,12,75,2.5,0.676,FALSE
218,219,10.1.1.15,10.1.1.41,40,6,122,269,63,FALSE,0,TRUE,0,TRUE,948,33,12.27,3.48,28,84.85,0,0,2.812621727,0.441126849,26,78.79,2.5,1.392,FALSE
219,220,10.1.1.15,10.1.1.29,40,7,139,269,48,FALSE,0,TRUE,0,TRUE,948,47,17.47,4.96,41,87.23,0,0,3.194273064,0.537567448,44,93.62,2.5,1.984,FALSE
220,221,10.1.1.15,10.1.1.7,40,2,38,269,20,FALSE,0,TRUE,0,TRUE,948,11,4.09,1.16,1,9.09,0,0,0.917079636,0.880069227,7,63.64,2.5,0.464,FALSE
221,222,10.1.1.15,10.1.1.17,40,13,86,269,33,FALSE,4,FALSE,0,TRUE,948,22,8.18,2.32,15,68.18,0,0,2.949962364,0.612634798,31,140.91,2.5,0.928,FALSE
222,223,10.1.1.15,10.1.1.12,40,11,36,269,0,TRUE,0,TRUE,0,TRUE,269,269,100,100,0,0,269,100,1.41291975,0.472076375,0,0,2.5,40,TRUE
223,224,10.1.1.15,10.1.1.13,40,9,40,269,28,FALSE,5,FALSE,0,TRUE,948,4,1.49,0.42,0,0,0,0,0.26499,0.132495,8,200,2.5,0.168,FALSE
224,225,10.1.1.15,10.1.1.45,40,3,18,269,6,FALSE,0,TRUE,0,TRUE,948,4,1.49,0.42,1,25,0,0,1.7084865,0.770599458,8,200,2.5,0.168,FALSE
225,226,10.1.1.16,10.1.1.42,47,44,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
226,227,10.1.1.16,10.1.1.9,47,20,245,234,70,FALSE,4,FALSE,0,TRUE,974,126,53.85,12.94,105,83.33,0,0,3.255468778,0.741375242,49,38.89,2.13,6.075117371,FALSE
227,228,10.1.1.16,10.1.1.17,47,145,444,234,192,FALSE,50,FALSE,0,TRUE,974,139,59.4,14.27,70,50.36,0,0,2.012907791,0.669017722,113,81.29,2.13,6.699530516,FALSE
228,229,10.1.1.16,10.1.1.49,47,18,63,234,22,FALSE,1,FALSE,0,TRUE,974,18,7.69,1.85,10,55.56,0,0,2.067016722,0.633820948,23,127.78,2.13,0.868544601,FALSE
229,230,10.1.1.16,10.1.1.32,47,25,22,234,8,FALSE,0,TRUE,0,TRUE,974,5,2.14,0.51,4,80,0,0,4.177628,1.06643421,9,180,2.13,0.23943662,FALSE
230,231,10.1.1.16,10.1.1.15,47,6,20,234,13,FALSE,5,FALSE,0,TRUE,974,3,1.28,0.31,0,0,0,0,0.347603333,0.180694,4,133.33,2.13,0.145539906,FALSE
231,232,10.1.1.16,10.1.1.10,47,1,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
232,233,10.1.1.16,10.1.1.7,47,3,22,234,6,FALSE,0,TRUE,0,TRUE,974,9,3.85,0.92,2,22.22,0,0,1.113676222,1.071811407,7,77.78,2.13,0.431924883,FALSE
233,234,10.1.1.16,10.1.1.40,47,47,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
234,235,10.1.1.16,10.1.1.33,47,10,86,234,23,FALSE,1,FALSE,0,TRUE,974,45,19.23,4.62,33,73.33,0,0,3.575962178,1.049471453,18,40,2.13,2.169014085,FALSE
235,236,10.1.1.16,10.1.1.36,47,17,8,234,8,FALSE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
236,237,10.1.1.16,10.1.1.22,47,39,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
237,238,10.1.1.16,10.1.1.35,47,16,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
238,239,10.1.1.16,10.1.1.46,47,58,98,234,59,FALSE,3,FALSE,0,TRUE,974,20,8.55,2.05,6,30,0,0,1.56035205,0.736744933,19,95,2.13,0.962441315,FALSE
239,240,10.1.1.16,10.1.1.34,47,44,27,234,19,FALSE,2,FALSE,0,TRUE,974,5,2.14,0.51,4,80,0,0,0.328191,0.109503167,3,60,2.13,0.23943662,FALSE
240,241,10.1.1.16,10.1.1.27,47,34,21,234,9,FALSE,0,TRUE,0,TRUE,974,4,1.71,0.41,3,75,0,0,1.82302825,0.26923125,8,200,2.13,0.192488263,FALSE
241,242,10.1.1.16,10.1.1.37,47,26,87,234,30,FALSE,1,FALSE,0,TRUE,974,37,15.81,3.8,34,91.89,0,0,2.381508054,0.530098957,20,54.05,2.13,1.784037559,FALSE
242,243,10.1.1.16,10.1.1.2,47,39,174,234,90,FALSE,2,FALSE,0,TRUE,974,59,25.21,6.06,42,71.19,0,0,2.007302305,0.651942045,25,42.37,2.13,2.845070423,FALSE
243,244,10.1.1.16,10.1.1.25,47,53,77,234,28,FALSE,1,FALSE,0,TRUE,974,13,5.56,1.33,2,15.38,0,0,1.921309308,0.940723,36,276.92,2.13,0.624413146,FALSE
244,245,10.1.1.16,10.1.1.1,47,41,110,234,56,FALSE,3,FALSE,0,TRUE,974,30,12.82,3.08,18,60,0,0,2.650670333,0.863390519,24,80,2.13,1.44600939,FALSE
245,246,10.1.1.16,10.1.1.14,47,16,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
246,247,10.1.1.16,10.1.1.26,47,27,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
247,248,10.1.1.16,10.1.1.18,47,13,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
248,249,10.1.1.16,10.1.1.20,47,11,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
249,250,10.1.1.16,10.1.1.8,47,19,9,234,7,FALSE,0,TRUE,0,TRUE,974,1,0.43,0.1,1,100,0,0,0.034421,0.005736833,1,100,2.13,0.046948357,FALSE
250,251,10.1.1.16,10.1.1.38,47,21,60,234,25,FALSE,0,TRUE,0,TRUE,974,18,7.69,1.85,11,61.11,0,0,2.373436333,0.66952225,17,94.44,2.13,0.868544601,FALSE
251,252,10.1.1.16,10.1.1.39,47,4,0,234,0,TRUE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
252,253,10.1.1.16,10.1.1.31,47,10,12,234,6,FALSE,0,TRUE,0,TRUE,974,3,1.28,0.31,3,100,0,0,0.027943667,0.005588733,3,100,2.13,0.145539906,FALSE
253,254,10.1.1.16,10.1.1.4,47,26,104,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,2.629323968,0.680453461,0,0,2.13,46.94835681,TRUE
254,255,10.1.1.16,10.1.1.29,47,28,289,234,122,FALSE,0,TRUE,0,TRUE,974,96,41.03,9.86,82,85.42,0,0,3.116886344,0.667333029,71,73.96,2.13,4.629107981,FALSE
255,256,10.1.1.16,10.1.1.3,47,8,100,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,1.856609064,0.744408585,0,0,2.13,46.94835681,TRUE
256,257,10.1.1.16,10.1.1.6,47,5,66,234,26,FALSE,1,FALSE,0,TRUE,974,30,12.82,3.08,19,63.33,0,0,3.315323833,0.944446745,10,33.33,2.13,1.44600939,FALSE
257,258,10.1.1.16,10.1.1.47,47,2,69,234,27,FALSE,0,TRUE,0,TRUE,974,35,14.96,3.59,11,31.43,0,0,2.190474486,0.942824273,7,20,2.13,1.685446009,FALSE
258,259,10.1.1.16,10.1.1.30,47,5,45,234,14,FALSE,0,TRUE,0,TRUE,974,17,7.26,1.75,17,100,0,0,4.377536,0.859602526,14,82.35,2.13,0.821596244,FALSE
259,260,10.1.1.16,10.1.1.5,47,4,18,234,7,FALSE,0,TRUE,0,TRUE,974,5,2.14,0.51,3,60,0,0,3.1170154,1.52085306,6,120,2.13,0.23943662,FALSE
260,261,10.1.1.16,10.1.1.48,47,10,79,234,22,FALSE,0,TRUE,0,TRUE,974,47,20.09,4.83,42,89.36,0,0,2.111966468,0.477298062,10,21.28,2.13,2.267605634,FALSE
261,262,10.1.1.16,10.1.1.23,47,2,9,234,7,FALSE,0,TRUE,0,TRUE,974,1,0.43,0.1,1,100,0,0,0.011863,0.003954333,1,100,2.13,0.046948357,FALSE
262,263,10.1.1.16,10.1.1.19,47,20,112,234,47,FALSE,4,FALSE,0,TRUE,974,32,13.68,3.29,30,93.75,0,0,3.66174425,0.684853998,33,103.12,2.13,1.544600939,FALSE
263,264,10.1.1.16,10.1.1.11,47,8,75,234,43,FALSE,6,FALSE,0,TRUE,974,10,4.27,1.03,9,90,0,0,3.4464703,0.583885484,22,220,2.13,0.483568075,FALSE
264,265,10.1.1.16,10.1.1.21,47,6,87,234,29,FALSE,1,FALSE,0,TRUE,974,25,10.68,2.57,20,80,0,0,2.38446616,0.419884612,33,132,2.13,1.20657277,FALSE
265,266,10.1.1.16,10.1.1.41,47,2,57,234,25,FALSE,0,TRUE,0,TRUE,974,16,6.84,1.64,11,68.75,0,0,3.231052875,0.39432778,16,100,2.13,0.769953052,FALSE
266,267,10.1.1.16,10.1.1.24,47,14,90,234,32,FALSE,3,FALSE,0,TRUE,974,32,13.68,3.29,24,75,0,0,1.882616,0.429054874,26,81.25,2.13,1.544600939,FALSE
267,268,10.1.1.16,10.1.1.12,47,10,40,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,1.8288694,0.476761452,0,0,2.13,46.94835681,TRUE
268,269,10.1.1.16,10.1.1.28,47,3,6,234,6,FALSE,0,TRUE,0,TRUE,974,0,0,0,0,,0,,,,0,,2.13,0,FALSE
269,270,10.1.1.16,10.1.1.13,47,11,47,234,37,FALSE,5,FALSE,0,TRUE,974,2,0.85,0.21,0,0,0,0,0.0059355,0.00296775,8,400,2.13,0.098591549,FALSE
270,271,10.1.1.16,10.1.1.45,47,12,38,234,23,FALSE,0,TRUE,0,TRUE,974,1,0.43,0.1,0,0,0,0,4.814651,2.4073255,14,1400,2.13,0.046948357,FALSE
271,272,10.1.1.16,10.1.1.44,47,14,53,234,31,FALSE,0,TRUE,0,TRUE,974,7,2.99,0.72,1,14.29,0,0,1.740691857,0.71199681,15,214.29,2.13,0.338028169,FALSE
272,273,10.1.1.17,10.1.1.42,47,44,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
273,274,10.1.1.17,10.1.1.9,47,20,245,231,70,FALSE,4,FALSE,0,TRUE,850,126,54.55,14.82,105,83.33,0,0,3.255468778,0.741375242,49,38.89,2.13,6.957746479,FALSE
274,275,10.1.1.17,10.1.1.49,47,18,63,231,22,FALSE,1,FALSE,0,TRUE,850,18,7.79,2.12,10,55.56,0,0,2.067016722,0.633820948,23,127.78,2.13,0.995305164,FALSE
275,276,10.1.1.17,10.1.1.32,47,25,22,231,8,FALSE,0,TRUE,0,TRUE,850,5,2.16,0.59,4,80,0,0,4.177628,1.06643421,9,180,2.13,0.276995305,FALSE
276,277,10.1.1.17,10.1.1.15,47,6,20,231,13,FALSE,5,FALSE,0,TRUE,850,3,1.3,0.35,0,0,0,0,0.347603333,0.180694,4,133.33,2.13,0.164319249,FALSE
277,278,10.1.1.17,10.1.1.10,47,1,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
278,279,10.1.1.17,10.1.1.7,47,3,22,231,6,FALSE,0,TRUE,0,TRUE,850,9,3.9,1.06,2,22.22,0,0,1.113676222,1.071811407,7,77.78,2.13,0.497652582,FALSE
279,280,10.1.1.17,10.1.1.40,47,47,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
280,281,10.1.1.17,10.1.1.33,47,10,86,231,23,FALSE,1,FALSE,0,TRUE,850,45,19.48,5.29,33,73.33,0,0,3.575962178,1.049471453,18,40,2.13,2.483568075,FALSE
281,282,10.1.1.17,10.1.1.36,47,17,8,231,8,FALSE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
282,283,10.1.1.17,10.1.1.22,47,39,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
283,284,10.1.1.17,10.1.1.35,47,16,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
284,285,10.1.1.17,10.1.1.46,47,58,98,231,59,FALSE,3,FALSE,0,TRUE,850,20,8.66,2.35,6,30,0,0,1.56035205,0.736744933,19,95,2.13,1.103286385,FALSE
285,286,10.1.1.17,10.1.1.34,47,44,27,231,19,FALSE,2,FALSE,0,TRUE,850,5,2.16,0.59,4,80,0,0,0.328191,0.109503167,3,60,2.13,0.276995305,FALSE
286,287,10.1.1.17,10.1.1.27,47,34,21,231,9,FALSE,0,TRUE,0,TRUE,850,4,1.73,0.47,3,75,0,0,1.82302825,0.26923125,8,200,2.13,0.220657277,FALSE
287,288,10.1.1.17,10.1.1.37,47,26,87,231,30,FALSE,1,FALSE,0,TRUE,850,37,16.02,4.35,34,91.89,0,0,2.381508054,0.530098957,20,54.05,2.13,2.042253521,FALSE
288,289,10.1.1.17,10.1.1.2,47,39,174,231,90,FALSE,2,FALSE,0,TRUE,850,59,25.54,6.94,42,71.19,0,0,2.007302305,0.651942045,25,42.37,2.13,3.258215962,FALSE
289,290,10.1.1.17,10.1.1.25,47,53,77,231,28,FALSE,1,FALSE,0,TRUE,850,13,5.63,1.53,2,15.38,0,0,1.921309308,0.940723,36,276.92,2.13,0.718309859,FALSE
290,291,10.1.1.17,10.1.1.1,47,41,110,231,56,FALSE,3,FALSE,0,TRUE,850,30,12.99,3.53,18,60,0,0,2.650670333,0.863390519,24,80,2.13,1.657276995,FALSE
291,292,10.1.1.17,10.1.1.14,47,16,0,231,0,TRUE,0,TRUE,0,TRUE,850,0,0,0,0,,0,,,,0,,2.13,0,FALSE
