,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
649,650,10.1.1.9,10.1.1.23,43,4,81,232,39,0,TRUE,0,TRUE,700,30,12.93103448,4.285714286,26,86.67,0,0,3.7257454,0.890275497,12,40,2.33,1.839362354,FALSE
650,651,10.1.1.9,10.1.1.24,43,8,204,232,83,1,FALSE,0,TRUE,700,90,38.79310345,12.85714286,85,94.44,0,0,3.763039811,0.727478836,31,34.44,2.33,5.518087063,FALSE
651,652,10.1.1.9,10.1.1.30,43,2,24,232,15,0,TRUE,0,TRUE,700,5,2.155172414,0.714285714,5,100,0,0,3.7020996,0.602182447,4,80,2.33,0.306560392,FALSE
652,653,10.1.1.9,10.1.1.21,43,16,218,232,82,0,TRUE,0,TRUE,700,82,35.34482759,11.71428571,78,95.12,0,0,4.250448171,0.810153658,54,65.85,2.33,5.027590435,FALSE
653,654,10.1.1.9,10.1.1.11,43,10,187,232,106,22,FALSE,0,TRUE,700,42,18.10344828,6,41,97.62,0,0,3.338007452,0.653891652,39,92.86,2.33,2.575107296,FALSE
654,655,10.1.1.9,10.1.1.12,43,4,57,232,0,0,TRUE,0,TRUE,700,232,100,33.14285714,0,0,232,100,1.512891,0.189111375,0,0,2.33,14.22440221,TRUE
655,656,10.1.1.9,10.1.1.19,43,7,128,232,73,10,FALSE,0,TRUE,700,27,11.63793103,3.857142857,27,100,1,3.7,2.992267704,0.555514055,28,103.7,2.33,1.655426119,FALSE
656,657,10.1.1.9,10.1.1.37,43,14,60,232,49,2,FALSE,0,TRUE,700,6,2.586206897,0.857142857,5,83.33,1,16.67,2.577404833,0.236121939,5,83.33,2.33,0.367872471,FALSE
657,658,10.1.1.9,10.1.1.41,43,15,148,232,49,0,TRUE,0,TRUE,700,46,19.82758621,6.571428571,33,71.74,0,0,2.455496565,0.340709191,53,115.22,2.33,2.82035561,FALSE
658,659,10.1.1.9,10.1.1.25,43,8,28,232,19,1,FALSE,0,TRUE,700,3,1.293103448,0.428571429,0,0,0,0,0.0109,0.0109,6,200,2.33,0.183936235,FALSE
