,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
149,150,10.1.1.13,10.1.1.43,36,9,10,109,7,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,3,,2.78,0,FALSE
150,151,10.1.1.13,10.1.1.7,36,24,9,109,9,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
151,152,10.1.1.13,10.1.1.46,36,28,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
152,153,10.1.1.13,10.1.1.35,36,27,10,109,10,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
153,154,10.1.1.13,10.1.1.36,36,20,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
154,155,10.1.1.13,10.1.1.9,36,49,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
155,156,10.1.1.13,10.1.1.39,36,43,34,109,26,0,TRUE,0,TRUE,159,4,3.669724771,2.51572327,1,25,0,0,0.84186575,0.398268917,4,100,2.78,0.904936428,FALSE
156,157,10.1.1.13,10.1.1.26,36,67,57,109,12,1,FALSE,0,TRUE,159,12,11.00917431,7.547169811,12,100,0,0,1.172989583,0.215359916,33,275,2.78,2.714809285,FALSE
157,158,10.1.1.13,10.1.1.49,36,30,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
158,159,10.1.1.13,10.1.1.34,36,23,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
159,160,10.1.1.13,10.1.1.38,36,40,21,109,19,0,TRUE,0,TRUE,159,2,1.834862385,1.257861635,2,100,0,0,0.044892,0.0056115,0,0,2.78,0.452468214,FALSE
160,161,10.1.1.13,10.1.1.5,36,9,14,109,5,0,TRUE,0,TRUE,159,8,7.339449541,5.031446541,7,87.5,0,0,1.486972375,0.558741396,1,12.5,2.78,1.809872856,FALSE
161,162,10.1.1.13,10.1.1.25,36,29,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
162,163,10.1.1.13,10.1.1.2,36,60,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
163,164,10.1.1.13,10.1.1.32,36,24,9,109,7,0,TRUE,0,TRUE,159,1,0.917431193,0.628930818,1,100,0,0,2.252413,0.750804333,1,100,2.78,0.226234107,FALSE
164,165,10.1.1.13,10.1.1.27,36,36,22,109,18,0,TRUE,0,TRUE,159,1,0.917431193,0.628930818,1,100,0,0,0.017664,0.005888,3,300,2.78,0.226234107,FALSE
165,166,10.1.1.13,10.1.1.1,36,40,14,109,9,0,TRUE,0,TRUE,159,3,2.752293578,1.886792453,1,33.33,0,0,0.358522667,0.178366778,2,66.67,2.78,0.678702321,FALSE
166,167,10.1.1.13,10.1.1.17,36,17,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
167,168,10.1.1.13,10.1.1.22,36,28,67,109,25,0,TRUE,0,TRUE,159,19,17.43119266,11.94968553,16,84.21,0,0,1.960174368,0.253905883,23,121.05,2.78,4.298448034,FALSE
168,169,10.1.1.13,10.1.1.42,36,43,59,109,43,1,FALSE,0,TRUE,159,8,7.339449541,5.031446541,7,87.5,0,0,0.424298875,0.127684833,8,100,2.78,1.809872856,FALSE
169,170,10.1.1.13,10.1.1.37,36,10,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
170,171,10.1.1.13,10.1.1.40,36,34,19,109,19,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
171,172,10.1.1.13,10.1.1.20,36,14,19,109,19,7,FALSE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
172,173,10.1.1.13,10.1.1.31,36,23,43,109,21,2,FALSE,0,TRUE,159,13,11.9266055,8.176100629,7,53.85,0,0,0.397009769,0.109175172,9,69.23,2.78,2.941043392,FALSE
173,174,10.1.1.13,10.1.1.18,36,14,46,109,33,8,FALSE,0,TRUE,159,9,8.256880734,5.660377358,3,33.33,0,0,1.785138111,0.655770157,4,44.44,2.78,2.036106963,FALSE
174,175,10.1.1.13,10.1.1.30,36,7,24,109,12,0,TRUE,0,TRUE,159,7,6.422018349,4.402515723,3,42.86,0,0,0.975811714,0.284031429,5,71.43,2.78,1.583638749,FALSE
175,176,10.1.1.13,10.1.1.3,36,7,36,109,0,0,TRUE,0,TRUE,159,109,100,68.55345912,0,0,109,100,1.24496,0.418502723,0,0,2.78,24.65951767,TRUE
176,177,10.1.1.13,10.1.1.23,36,4,24,109,13,0,TRUE,0,TRUE,159,6,5.504587156,3.773584906,0,0,0,0,1.139081667,0.569701417,5,83.33,2.78,1.357404642,FALSE
177,178,10.1.1.14,10.1.1.9,42,10,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
178,179,10.1.1.14,10.1.1.17,42,7,36,264,8,2,FALSE,0,TRUE,517,9,3.409090909,1.740812379,7,77.78,0,0,2.470141,0.619404981,19,211.11,2.38,0.731433773,FALSE
179,180,10.1.1.14,10.1.1.6,42,19,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
180,181,10.1.1.14,10.1.1.8,42,13,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
181,182,10.1.1.14,10.1.1.43,42,57,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
182,183,10.1.1.14,10.1.1.15,42,138,337,264,252,40,FALSE,0,TRUE,517,50,18.93939394,9.671179884,27,54,0,0,1.78511808,0.440728018,35,70,2.38,4.06352096,FALSE
183,184,10.1.1.14,10.1.1.7,42,19,122,264,65,0,TRUE,0,TRUE,517,43,16.28787879,8.3172147,29,67.44,0,0,2.676893302,0.704028363,14,32.56,2.38,3.494628025,FALSE
184,185,10.1.1.14,10.1.1.33,42,5,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
185,186,10.1.1.14,10.1.1.14,42,10,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
186,187,10.1.1.14,10.1.1.10,42,9,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
187,188,10.1.1.14,10.1.1.39,42,14,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
188,189,10.1.1.14,10.1.1.29,42,9,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
189,190,10.1.1.14,10.1.1.35,42,10,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
190,191,10.1.1.14,10.1.1.28,42,43,138,264,107,0,TRUE,0,TRUE,517,13,4.924242424,2.51450677,4,30.77,0,0,1.974572615,0.45295147,18,138.46,2.38,1.05651545,FALSE
191,192,10.1.1.14,10.1.1.46,42,17,18,264,16,0,TRUE,0,TRUE,517,2,0.757575758,0.386847195,1,50,0,0,2.1696445,0.48915475,0,0,2.38,0.162540838,FALSE
192,193,10.1.1.14,10.1.1.36,42,6,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
193,194,10.1.1.14,10.1.1.16,42,38,180,264,102,41,FALSE,0,TRUE,517,27,10.22727273,5.222437137,19,70.37,0,0,1.724226667,0.366535486,51,188.89,2.38,2.194301318,FALSE
194,195,10.1.1.14,10.1.1.25,42,13,5,264,1,0,TRUE,0,TRUE,517,2,0.757575758,0.386847195,0,0,0,0,0.0084105,0.00420525,2,100,2.38,0.162540838,FALSE
195,196,10.1.1.14,10.1.1.34,42,21,89,264,68,2,FALSE,0,TRUE,517,12,4.545454545,2.321083172,9,75,0,0,2.169965,0.283596677,9,75,2.38,0.97524503,FALSE
196,197,10.1.1.14,10.1.1.38,42,7,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
197,198,10.1.1.14,10.1.1.5,42,34,48,264,25,0,TRUE,0,TRUE,517,19,7.196969697,3.675048356,19,100,0,0,4.015419632,0.644315509,4,21.05,2.38,1.544137965,FALSE
198,199,10.1.1.14,10.1.1.44,42,24,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
199,200,10.1.1.14,10.1.1.37,42,8,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
200,201,10.1.1.14,10.1.1.2,42,7,47,264,23,2,FALSE,0,TRUE,517,18,6.818181818,3.481624758,7,38.89,0,0,2.099230111,1.185967208,6,33.33,2.38,1.462867545,FALSE
201,202,10.1.1.14,10.1.1.1,42,8,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
202,203,10.1.1.14,10.1.1.27,42,7,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
203,204,10.1.1.14,10.1.1.11,42,50,50,264,27,5,FALSE,0,TRUE,517,7,2.651515152,1.353965184,6,85.71,0,0,2.299973429,0.247905152,16,228.57,2.38,0.568892934,FALSE
204,205,10.1.1.14,10.1.1.21,42,26,56,264,16,1,FALSE,0,TRUE,517,18,6.818181818,3.481624758,12,66.67,0,0,2.238525889,0.419651687,22,122.22,2.38,1.462867545,FALSE
205,206,10.1.1.14,10.1.1.3,42,9,0,264,0,0,TRUE,0,TRUE,517,264,100,51.06382979,0,0,264,100,,,0,0,2.38,21.45539067,TRUE
206,207,10.1.1.14,10.1.1.45,42,44,272,264,138,1,FALSE,0,TRUE,517,86,32.57575758,16.6344294,75,87.21,0,0,3.389099256,0.61283071,48,55.81,2.38,6.989256051,FALSE
207,208,10.1.1.14,10.1.1.18,42,9,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
208,209,10.1.1.14,10.1.1.31,42,7,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
209,210,10.1.1.14,10.1.1.20,42,6,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
210,211,10.1.1.14,10.1.1.30,42,24,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
211,212,10.1.1.14,10.1.1.4,42,8,0,264,0,0,TRUE,0,TRUE,517,264,100,51.06382979,0,0,264,100,,,0,0,2.38,21.45539067,TRUE
212,213,10.1.1.14,10.1.1.19,42,30,14,264,11,2,FALSE,0,TRUE,517,2,0.757575758,0.386847195,2,100,0,0,3.2594005,0.465628643,1,50,2.38,0.162540838,FALSE
213,214,10.1.1.14,10.1.1.48,42,10,0,264,0,0,TRUE,0,TRUE,517,0,0,0,0,,0,,,,0,,2.38,0,FALSE
214,215,10.1.1.14,10.1.1.50,42,29,238,264,157,1,FALSE,0,TRUE,517,59,22.34848485,11.41199226,50,84.75,0,0,2.658533034,0.471643,22,37.29,2.38,4.794954732,FALSE
215,216,10.1.1.14,10.1.1.41,42,32,247,264,147,1,FALSE,0,TRUE,517,62,23.48484848,11.99226306,56,90.32,0,0,3.691435371,0.691755272,38,61.29,2.38,5.03876599,FALSE
216,217,10.1.1.14,10.1.1.49,42,27,213,264,115,4,FALSE,0,TRUE,517,42,15.90909091,8.123791103,27,64.29,0,0,1.965788833,0.469912516,56,133.33,2.38,3.413357606,FALSE
217,218,10.1.1.14,10.1.1.24,42,13,130,264,45,4,FALSE,0,TRUE,517,45,17.04545455,8.704061896,36,80,0,0,2.642297356,0.493982297,40,88.89,2.38,3.657168864,FALSE
218,219,10.1.1.14,10.1.1.13,42,2,5,264,1,0,TRUE,0,TRUE,517,1,0.378787879,0.193423598,0,0,0,0,0.002137,0.0010685,3,300,2.38,0.081270419,FALSE
219,220,10.1.1.15,10.1.1.11,41,20,117,269,56,10,FALSE,0,TRUE,970,30,11.15241636,3.092783505,28,93.33,0,0,3.602083467,0.646737495,31,103.33,2.44,1.267534223,FALSE
220,221,10.1.1.15,10.1.1.36,41,13,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
221,222,10.1.1.15,10.1.1.21,41,24,267,269,117,1,FALSE,0,TRUE,970,77,28.62453532,7.93814433,68,88.31,0,0,3.735636182,0.742638819,73,94.81,2.44,3.25333784,FALSE
222,223,10.1.1.15,10.1.1.35,41,12,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
223,224,10.1.1.15,10.1.1.16,41,137,398,269,256,65,FALSE,0,TRUE,970,68,25.27881041,7.010309278,49,72.06,0,0,2.317933662,0.549454451,74,108.82,2.44,2.873077573,FALSE
224,225,10.1.1.15,10.1.1.28,41,62,54,269,36,0,TRUE,0,TRUE,970,7,2.602230483,0.721649485,1,14.29,0,0,1.602183,0.53362723,11,157.14,2.44,0.295757985,FALSE
225,226,10.1.1.15,10.1.1.8,41,48,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
226,227,10.1.1.15,10.1.1.46,41,18,11,269,10,0,TRUE,0,TRUE,970,1,0.371747212,0.103092784,1,100,0,0,3.335482,0.476497429,0,0,2.44,0.042251141,FALSE
227,228,10.1.1.15,10.1.1.43,41,19,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
228,229,10.1.1.15,10.1.1.25,41,24,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
229,230,10.1.1.15,10.1.1.38,41,34,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
230,231,10.1.1.15,10.1.1.15,41,30,115,269,70,21,FALSE,0,TRUE,970,22,8.178438662,2.268041237,11,50,0,0,1.816597545,0.392193108,23,104.55,2.44,0.929525097,FALSE
231,232,10.1.1.15,10.1.1.34,41,22,226,269,100,3,FALSE,0,TRUE,970,79,29.36802974,8.144329897,73,92.41,0,0,3.438409025,0.718556538,47,59.49,2.44,3.337840122,FALSE
232,233,10.1.1.15,10.1.1.39,41,29,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
233,234,10.1.1.15,10.1.1.5,41,22,132,269,35,0,TRUE,0,TRUE,970,84,31.2267658,8.659793814,73,86.9,0,0,3.911039893,0.968532379,13,15.48,2.44,3.549095826,FALSE
234,235,10.1.1.15,10.1.1.6,41,53,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
235,236,10.1.1.15,10.1.1.37,41,14,85,269,35,3,FALSE,0,TRUE,970,39,14.49814126,4.020618557,37,94.87,0,0,4.872208154,1.055196847,11,28.21,2.44,1.64779449,FALSE
236,237,10.1.1.15,10.1.1.33,41,20,32,269,14,0,TRUE,0,TRUE,970,15,5.576208178,1.546391753,13,86.67,0,0,3.866999267,0.986736452,3,20,2.44,0.633767112,FALSE
237,238,10.1.1.15,10.1.1.2,41,12,109,269,48,2,FALSE,0,TRUE,970,45,16.72862454,4.639175258,33,73.33,0,0,2.062867711,0.553857922,16,35.56,2.44,1.901301335,FALSE
238,239,10.1.1.15,10.1.1.27,41,19,31,269,20,0,TRUE,0,TRUE,970,8,2.973977695,0.824742268,5,62.5,0,0,3.647778625,0.98930877,3,37.5,2.44,0.338009126,FALSE
239,240,10.1.1.15,10.1.1.1,41,11,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
240,241,10.1.1.15,10.1.1.10,41,42,25,269,14,0,TRUE,0,TRUE,970,10,3.717472119,1.030927835,8,80,0,0,4.102833,0.680206223,1,10,2.44,0.422511408,FALSE
241,242,10.1.1.15,10.1.1.49,41,60,354,269,181,3,FALSE,0,TRUE,970,91,33.82899628,9.381443299,74,81.32,0,0,2.374049549,0.47094195,82,90.11,2.44,3.844853811,FALSE
242,243,10.1.1.15,10.1.1.44,41,17,17,269,5,0,TRUE,0,TRUE,970,5,1.858736059,0.515463918,0,0,0,0,1.7666608,0.8837673,7,140,2.44,0.211255704,FALSE
243,244,10.1.1.15,10.1.1.20,41,19,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
244,245,10.1.1.15,10.1.1.18,41,17,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
245,246,10.1.1.15,10.1.1.32,41,30,0,269,0,0,TRUE,0,TRUE,970,0,0,0,0,,0,,,,0,,2.44,0,FALSE
246,247,10.1.1.15,10.1.1.30,41,15,120,269,55,1,FALSE,0,TRUE,970,48,17.84386617,4.948453608,48,100,0,0,3.914453958,0.815653364,17,35.42,2.44,2.028054757,FALSE
247,248,10.1.1.15,10.1.1.3,41,26,0,269,0,0,TRUE,0,TRUE,970,269,100,27.73195876,0,0,269,100,,,0,0,2.44,11.36555687,TRUE
248,249,10.1.1.15,10.1.1.4,41,7,12,269,0,0,TRUE,0,TRUE,970,269,100,27.73195876,0,0,269,100,0.57650625,0.088126944,0,0,2.44,11.36555687,TRUE
249,250,10.1.1.15,10.1.1.50,41,22,46,269,34,0,TRUE,0,TRUE,970,6,2.230483271,0.618556701,2,33.33,0,0,0.599867667,0.110454917,6,100,2.44,0.253506845,FALSE
250,251,10.1.1.15,10.1.1.48,41,10,102,269,47,0,TRUE,0,TRUE,970,42,15.6133829,4.329896907,42,100,0,0,4.509235595,0.893570951,13,30.95,2.44,1.774547913,FALSE
251,252,10.1.1.15,10.1.1.24,41,28,383,269,155,5,FALSE,0,TRUE,970,148,55.01858736,15.25773196,132,89.19,0,0,3.438450284,0.666568675,80,54.05,2.44,6.253168836,FALSE
252,253,10.1.1.15,10.1.1.19,41,11,62,269,34,8,FALSE,0,TRUE,970,16,5.94795539,1.649484536,14,87.5,0,0,1.373910875,0.405007937,12,75,2.44,0.676018252,FALSE
253,254,10.1.1.15,10.1.1.41,41,6,122,269,63,0,TRUE,0,TRUE,970,33,12.26765799,3.402061856,28,84.85,0,0,2.812621727,0.441126849,26,78.79,2.44,1.394287646,FALSE
254,255,10.1.1.15,10.1.1.29,41,7,139,269,48,0,TRUE,0,TRUE,970,47,17.47211896,4.845360825,41,87.23,0,0,3.194273064,0.537567448,44,93.62,2.44,1.985803617,FALSE
255,256,10.1.1.15,10.1.1.7,41,2,38,269,20,0,TRUE,0,TRUE,970,11,4.089219331,1.134020619,1,9.09,0,0,0.917079636,0.880069227,7,63.64,2.44,0.464762549,FALSE
256,257,10.1.1.15,10.1.1.17,41,13,86,269,33,4,FALSE,0,TRUE,970,22,8.178438662,2.268041237,15,68.18,0,0,2.949962364,0.612634798,31,140.91,2.44,0.929525097,FALSE
257,258,10.1.1.15,10.1.1.12,41,11,36,269,0,0,TRUE,0,TRUE,970,269,100,27.73195876,0,0,269,100,1.41291975,0.472076375,0,0,2.44,11.36555687,TRUE
258,259,10.1.1.15,10.1.1.13,41,9,40,269,28,5,FALSE,0,TRUE,970,4,1.486988848,0.412371134,0,0,0,0,0.26499,0.132495,8,200,2.44,0.169004563,FALSE
259,260,10.1.1.15,10.1.1.45,41,3,18,269,6,0,TRUE,0,TRUE,970,4,1.486988848,0.412371134,1,25,0,0,1.7084865,0.770599458,8,200,2.44,0.169004563,FALSE
260,261,10.1.1.1,10.1.1.45,49,16,13,217,13,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
261,262,10.1.1.1,10.1.1.2,49,141,378,217,187,2,FALSE,0,TRUE,906,140,64.51612903,15.45253863,91,65,0,0,2.639295529,0.813159192,51,36.43,2.04,7.574773839,FALSE
262,263,10.1.1.1,10.1.1.1,49,53,107,217,52,3,FALSE,0,TRUE,906,32,14.74654378,3.53200883,14,43.75,0,0,2.284623031,0.737539098,23,71.88,2.04,1.731376877,FALSE
263,264,10.1.1.1,10.1.1.3,49,18,71,217,0,0,TRUE,0,TRUE,906,217,100,23.95143488,0,0,217,100,1.498071032,0.678532597,0,0,2.04,11.74089945,TRUE
264,265,10.1.1.1,10.1.1.50,49,6,0,217,0,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
265,266,10.1.1.1,10.1.1.41,49,16,145,217,52,0,TRUE,0,TRUE,906,46,21.19815668,5.077262693,37,80.43,0,0,2.639207957,0.361999518,47,102.17,2.04,2.488854261,FALSE
266,267,10.1.1.1,10.1.1.47,49,16,34,217,12,0,TRUE,0,TRUE,906,15,6.912442396,1.655629139,4,26.67,0,0,2.228613533,1.111798889,7,46.67,2.04,0.811582911,FALSE
267,268,10.1.1.1,10.1.1.18,49,13,7,217,7,1,FALSE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
268,269,10.1.1.1,10.1.1.44,49,10,8,217,6,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,2,,2.04,0,FALSE
269,270,10.1.1.1,10.1.1.43,49,10,10,217,5,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,5,,2.04,0,FALSE
270,271,10.1.1.1,10.1.1.15,49,11,44,217,25,7,FALSE,0,TRUE,906,8,3.686635945,0.883002208,1,12.5,0,0,0.667609,0.336605458,11,137.5,2.04,0.432844219,FALSE
271,272,10.1.1.1,10.1.1.10,49,20,52,217,19,0,TRUE,0,TRUE,906,10,4.608294931,1.103752759,10,100,0,0,3.9856617,0.662238968,23,230,2.04,0.541055274,FALSE
272,273,10.1.1.1,10.1.1.7,49,6,16,217,9,0,TRUE,0,TRUE,906,6,2.764976959,0.662251656,1,16.67,0,0,0.126362667,0.063960556,1,16.67,2.04,0.324633165,FALSE
273,274,10.1.1.1,10.1.1.28,49,16,26,217,14,0,TRUE,0,TRUE,906,5,2.304147465,0.55187638,0,0,0,0,1.2765982,0.639881,7,140,2.04,0.270527637,FALSE
274,275,10.1.1.1,10.1.1.37,49,45,9,217,4,0,TRUE,0,TRUE,906,4,1.843317972,0.441501104,4,100,0,0,4.92637825,0.447852568,1,25,2.04,0.21642211,FALSE
275,276,10.1.1.1,10.1.1.5,49,9,8,217,3,0,TRUE,0,TRUE,906,2,0.921658986,0.220750552,1,50,0,0,0.007652,0.003592917,3,150,2.04,0.108211055,FALSE
276,277,10.1.1.1,10.1.1.38,49,20,78,217,32,0,TRUE,0,TRUE,906,25,11.52073733,2.759381898,11,44,0,0,1.83681216,0.544983355,21,84,2.04,1.352638186,FALSE
277,278,10.1.1.1,10.1.1.6,49,9,46,217,23,0,TRUE,0,TRUE,906,17,7.834101382,1.876379691,5,29.41,0,0,1.821239471,0.530226374,6,35.29,2.04,0.919793966,FALSE
278,279,10.1.1.1,10.1.1.33,49,11,55,217,19,0,TRUE,0,TRUE,906,20,9.216589862,2.207505519,13,65,0,0,2.6891854,1.024176783,16,80,2.04,1.082110548,FALSE
279,280,10.1.1.1,10.1.1.8,49,14,48,217,24,0,TRUE,0,TRUE,906,15,6.912442396,1.655629139,12,80,0,0,3.675996067,0.795009106,9,60,2.04,0.811582911,FALSE
280,281,10.1.1.1,10.1.1.39,49,9,7,217,7,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
281,282,10.1.1.1,10.1.1.16,49,15,117,217,64,24,FALSE,0,TRUE,906,20,9.216589862,2.207505519,15,75,0,0,1.6460024,0.355427472,33,165,2.04,1.082110548,FALSE
282,283,10.1.1.1,10.1.1.29,49,29,200,217,78,0,TRUE,0,TRUE,906,66,30.41474654,7.284768212,59,89.39,0,0,3.177987409,0.607986216,56,84.85,2.04,3.57096481,FALSE
283,284,10.1.1.1,10.1.1.14,49,61,0,217,0,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
284,285,10.1.1.1,10.1.1.27,49,42,18,217,11,0,TRUE,0,TRUE,906,3,1.382488479,0.331125828,3,100,0,0,4.06848,0.581211429,4,133.33,2.04,0.162316582,FALSE
285,286,10.1.1.1,10.1.1.49,49,18,78,217,31,2,FALSE,0,TRUE,906,22,10.13824885,2.428256071,12,54.55,0,0,2.367641864,0.681908117,25,113.64,2.04,1.190321603,FALSE
286,287,10.1.1.1,10.1.1.26,49,44,27,217,14,0,TRUE,0,TRUE,906,8,3.686635945,0.883002208,7,87.5,0,0,4.21772725,0.564351283,5,62.5,2.04,0.432844219,FALSE
287,288,10.1.1.1,10.1.1.25,49,65,126,217,59,1,FALSE,0,TRUE,906,24,11.05990783,2.649006623,4,16.67,0,0,2.324052208,1.082421319,43,179.17,2.04,1.298532658,FALSE
288,289,10.1.1.1,10.1.1.9,49,25,121,217,53,1,FALSE,0,TRUE,906,42,19.35483871,4.635761589,31,73.81,0,0,2.21855819,0.548747312,26,61.9,2.04,2.272432152,FALSE
289,290,10.1.1.1,10.1.1.32,49,12,81,217,25,1,FALSE,0,TRUE,906,23,10.59907834,2.538631347,21,91.3,0,0,2.707489,0.510706564,33,143.48,2.04,1.244427131,FALSE
290,291,10.1.1.1,10.1.1.36,49,7,0,217,0,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
291,292,10.1.1.1,10.1.1.34,49,23,21,217,18,2,FALSE,0,TRUE,906,3,1.382488479,0.331125828,1,33.33,0,0,0.008511667,0.003372,0,0,2.04,0.162316582,FALSE
292,293,10.1.1.1,10.1.1.17,49,42,260,217,102,38,FALSE,0,TRUE,906,79,36.40552995,8.719646799,44,55.7,0,0,1.957814304,0.607647261,79,100,2.04,4.274336666,FALSE
293,294,10.1.1.1,10.1.1.22,49,28,37,217,15,0,TRUE,0,TRUE,906,8,3.686635945,0.883002208,6,75,0,0,1.401100375,0.528333271,14,175,2.04,0.432844219,FALSE
294,295,10.1.1.1,10.1.1.42,49,37,8,217,8,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
295,296,10.1.1.1,10.1.1.46,49,16,96,217,57,3,FALSE,0,TRUE,906,24,11.05990783,2.649006623,5,20.83,0,0,1.52745725,1.027869918,15,62.5,2.04,1.298532658,FALSE
296,297,10.1.1.1,10.1.1.40,49,10,0,217,0,0,TRUE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
297,298,10.1.1.1,10.1.1.20,49,7,15,217,15,8,FALSE,0,TRUE,906,0,0,0,0,,0,,,,0,,2.04,0,FALSE
298,299,10.1.1.1,10.1.1.31,49,8,36,217,15,0,TRUE,0,TRUE,906,10,4.608294931,1.103752759,8,80,0,0,4.2926989,0.828970738,11,110,2.04,0.541055274,FALSE
299,300,10.1.1.1,10.1.1.4,49,8,79,217,0,0,TRUE,0,TRUE,906,217,100,23.95143488,0,0,217,100,2.274452577,0.612574282,0,0,2.04,11.74089945,TRUE
